kid	pa	ma	pair
1066	T064825_2010	T029948_2007	T030111_2007	T029948_2007--T030111_2007
1067	T064826_2010	T030480_2007	T030298_2007	T030480_2007--T030298_2007
1068	T064827_2010	T030190_2007	T030468_2007	T030190_2007--T030468_2007
1069	T064828_2010	T030349_2007	T030174_2007	T030349_2007--T030174_2007
1070	T064830_2010	T030094_2007	T030120_2007	T030094_2007--T030120_2007
1071	T064832_2010	T030447_2007	T029986_2007	T030447_2007--T029986_2007
1072	T064833_2010	T030614_2007	T030723_2007	T030614_2007--T030723_2007
1073	T064845_2010	T029642_2007	T029757_2007	T029642_2007--T029757_2007
1074	T064846_2010	T030328_2007	T030374_2007	T030328_2007--T030374_2007
1075	T064853_2010	T030062_2007	T030054_2007	T030062_2007--T030054_2007
1076	T064854_2010	T030138_2007	T030085_2007	T030138_2007--T030085_2007
1077	T064857_2010	T029630_2007	T029740_2007	T029630_2007--T029740_2007
1078	T064859_2010	T029736_2007	T029769_2007	T029736_2007--T029769_2007
1079	T064866_2010	T029416_2007	T029857_2007	T029416_2007--T029857_2007
1080	T064867_2010	T029507_2007	T029921_2007	T029507_2007--T029921_2007
1081	T064868_2010	T030469_2007	T030417_2007	T030469_2007--T030417_2007
1082	T064875_2010	T029479_2007	T029804_2007	T029479_2007--T029804_2007
1083	T066483_2010	T030217_2007	T030413_2007	T030217_2007--T030413_2007
1084	T066502_2010	T030079_2007	T030098_2007	T030079_2007--T030098_2007
1085	T064877_2010	T030502_2007	T030427_2007	T030502_2007--T030427_2007
1086	T064878_2010	T030396_2007	T030372_2007	T030396_2007--T030372_2007
1087	T064879_2010	T029469_2007	T029517_2007	T029469_2007--T029517_2007
1088	T064880_2010	T030490_2007	T030132_2007	T030490_2007--T030132_2007
1089	T064881_2010	T029118_2007	T030276_2007	T029118_2007--T030276_2007
1090	T064882_2010	T030414_2007	T030285_2007	T030414_2007--T030285_2007
1091	T064883_2010	T030403_2007	T030309_2007	T030403_2007--T030309_2007
1092	T064884_2010	T030467_2007	T030400_2007	T030467_2007--T030400_2007
1093	T064885_2010	T029792_2007	T029896_2007	T029792_2007--T029896_2007
1094	T064886_2010	T029844_2007	T029809_2007	T029844_2007--T029809_2007
1095	T064887_2010	T029580_2007	T029866_2007	T029580_2007--T029866_2007
1096	T064890_2010	T030349_2007	T030174_2007	T030349_2007--T030174_2007
1097	T064893_2010	T029601_2007	T029626_2007	T029601_2007--T029626_2007
1098	T064894_2010	T029630_2007	T029740_2007	T029630_2007--T029740_2007
1099	T064895_2010	T030238_2007	T030546_2007	T030238_2007--T030546_2007
1100	T064897_2010	T030700_2007	T030727_2007	T030700_2007--T030727_2007
1101	T064898_2010	T029406_2007	T029431_2007	T029406_2007--T029431_2007
1102	T064899_2010	T029845_2007	T029555_2007	T029845_2007--T029555_2007
1103	T064902_2010	T029941_2007	T030318_2007	T029941_2007--T030318_2007
1104	T064903_2010	T029468_2007	T029461_2007	T029468_2007--T029461_2007
1105	T064904_2010	T030316_2007	T030379_2007	T030316_2007--T030379_2007
1106	T064905_2010	T029831_2007	T029923_2007	T029831_2007--T029923_2007
1107	T064906_2010	T029429_2007	T029317_2007	T029429_2007--T029317_2007
1108	T064907_2010	T029718_2007	T029865_2007	T029718_2007--T029865_2007
1109	T064909_2010	T029550_2007	T029703_2007	T029550_2007--T029703_2007
1110	T064910_2010	T030317_2007	T030437_2007	T030317_2007--T030437_2007
1111	T064911_2010	T030430_2007	T029951_2007	T030430_2007--T029951_2007
1112	T064915_2010	T029768_2007	T029569_2007	T029768_2007--T029569_2007
1113	T064916_2010	T029468_2007	T029461_2007	T029468_2007--T029461_2007
1114	T064917_2010	T030233_2007	T030412_2007	T030233_2007--T030412_2007
1115	T064920_2010	T029557_2007	T029563_2007	T029557_2007--T029563_2007
1116	T064921_2010	T030360_2007	T030478_2007	T030360_2007--T030478_2007
1117	T064922_2010	T029316_2007	T029876_2007	T029316_2007--T029876_2007
1118	T064924_2010	T029786_2007	T029632_2007	T029786_2007--T029632_2007
1119	T064925_2010	T028338_2006	T028363_2006	T028338_2006--T028363_2006
1120	T064926_2010	T030442_2007	T030036_2007	T030442_2007--T030036_2007
1121	T064927_2010	T055278_2008	T055302_2008	T055278_2008--T055302_2008
1122	T064928_2010	T029916_2007	T029929_2007	T029916_2007--T029929_2007
1123	T064929_2010	T030431_2007	T030393_2007	T030431_2007--T030393_2007
1124	T064930_2010	T030004_2007	T030387_2007	T030004_2007--T030387_2007
1125	T064931_2010	T030299_2007	T030151_2007	T030299_2007--T030151_2007
1126	T064933_2010	T030502_2007	T030427_2007	T030502_2007--T030427_2007
1127	T064934_2010	T030450_2007	T030471_2007	T030450_2007--T030471_2007
1128	T064936_2010	T030352_2007	T030545_2007	T030352_2007--T030545_2007
1129	T064937_2010	T030484_2007	T030254_2007	T030484_2007--T030254_2007
1130	T064938_2010	T030481_2007	T030043_2007	T030481_2007--T030043_2007
1131	T064941_2010	T029607_2007	T029713_2007	T029607_2007--T029713_2007
1132	T064942_2010	T029718_2007	T029865_2007	T029718_2007--T029865_2007
1133	T064943_2010	T029558_2007	T029767_2007	T029558_2007--T029767_2007
1134	T064945_2010	T029330_2007	T029386_2007	T029330_2007--T029386_2007
1135	T064946_2010	T029651_2007	T029748_2007	T029651_2007--T029748_2007
1136	T064947_2010	T029343_2007	T029327_2007	T029343_2007--T029327_2007
1137	T064948_2010	T030310_2007	T030544_2007	T030310_2007--T030544_2007
1138	T064949_2010	T029695_2007	T029584_2007	T029695_2007--T029584_2007
1139	T064951_2010	T029663_2007	T029877_2007	T029663_2007--T029877_2007
1140	T064952_2010	T029889_2007	T029761_2007	T029889_2007--T029761_2007
1141	T064955_2010	T030042_2007	T030531_2007	T030042_2007--T030531_2007
1142	T064956_2010	T029952_2007	T030242_2007	T029952_2007--T030242_2007
1143	T064957_2010	T029630_2007	T029740_2007	T029630_2007--T029740_2007
1144	T064958_2010	T055210_2008	T055172_2008	T055210_2008--T055172_2008
1145	T064959_2010	T030386_2007	T030530_2007	T030386_2007--T030530_2007
1146	T064960_2010	T029665_2007	T029399_2007	T029665_2007--T029399_2007
1147	T064961_2010	T030287_2007	T030466_2007	T030287_2007--T030466_2007
1148	T064966_2010	T030431_2007	T030393_2007	T030431_2007--T030393_2007
1149	T064968_2010	T029802_2007	T029571_2007	T029802_2007--T029571_2007
1150	T064969_2010	T030384_2007	T029974_2007	T030384_2007--T029974_2007
1151	T064971_2010	T029400_2007	T029803_2007	T029400_2007--T029803_2007
1152	T064973_2010	T029940_2007	T029962_2007	T029940_2007--T029962_2007
1153	T064974_2010	T029472_2007	T029873_2007	T029472_2007--T029873_2007
1154	T064975_2010	T029468_2007	T029461_2007	T029468_2007--T029461_2007
1155	T064976_2010	T030385_2007	T030260_2007	T030385_2007--T030260_2007
1156	T064977_2010	T030525_2007	T030515_2007	T030525_2007--T030515_2007
1157	T064980_2010	T029330_2007	T029386_2007	T029330_2007--T029386_2007
1158	T064981_2010	T030112_2007	T030494_2007	T030112_2007--T030494_2007
1159	T064983_2010	T029708_2007	T029606_2007	T029708_2007--T029606_2007
1160	T064984_2010	T029635_2007	T029618_2007	T029635_2007--T029618_2007
1161	T064985_2010	T029330_2007	T029386_2007	T029330_2007--T029386_2007
1162	T064986_2010	T030349_2007	T030174_2007	T030349_2007--T030174_2007
1163	T064987_2010	T029940_2007	T029962_2007	T029940_2007--T029962_2007
1164	T064988_2010	T030502_2007	T030427_2007	T030502_2007--T030427_2007
1165	T064989_2010	T030542_2007	T030419_2007	T030542_2007--T030419_2007
1166	T064990_2010	T029402_2007	T029394_2007	T029402_2007--T029394_2007
1167	T064991_2010	T029506_2007	T029806_2007	T029506_2007--T029806_2007
1168	T064993_2010	T030525_2007	T030515_2007	T030525_2007--T030515_2007
1169	T064995_2010	T030281_2007	T030339_2007	T030281_2007--T030339_2007
1170	T064996_2010	T029690_2007	T029814_2007	T029690_2007--T029814_2007
1171	T064998_2010	T029650_2007	T029656_2007	T029650_2007--T029656_2007
1172	T064999_2010	T030394_2007	T030335_2007	T030394_2007--T030335_2007
1173	T065000_2010	T029650_2007	T029656_2007	T029650_2007--T029656_2007
1174	T065001_2010	T029922_2007	T029859_2007	T029922_2007--T029859_2007
1175	T065002_2010	T028455_2006	T028494_2006	T028455_2006--T028494_2006
1176	T065003_2010	T029335_2007	T029389_2007	T029335_2007--T029389_2007
1177	T065004_2010	T030279_2007	T030148_2007	T030279_2007--T030148_2007
1178	T065005_2010	T029476_2007	T029762_2007	T029476_2007--T029762_2007
1179	T065006_2010	T030165_2007	T030153_2007	T030165_2007--T030153_2007
1180	T065007_2010	T030394_2007	T030335_2007	T030394_2007--T030335_2007
1181	T065009_2010	T030000_2007	T030214_2007	T030000_2007--T030214_2007
1182	T065010_2010	T030619_2007	T030624_2007	T030619_2007--T030624_2007
1183	T065011_2010	T029540_2007	T029800_2007	T029540_2007--T029800_2007
1184	T065012_2010	T030442_2007	T030036_2007	T030442_2007--T030036_2007
1185	T065014_2010	T029714_2007	T029586_2007	T029714_2007--T029586_2007
1186	T065016_2010	T030299_2007	T030151_2007	T030299_2007--T030151_2007
1187	T065018_2010	T029660_2007	T029796_2007	T029660_2007--T029796_2007
1188	T065019_2010	T029736_2007	T029769_2007	T029736_2007--T029769_2007
1189	T065020_2010	T029447_2007	T029939_2007	T029447_2007--T029939_2007
1190	T065021_2010	T029663_2007	T029877_2007	T029663_2007--T029877_2007
1191	T065022_2010	T030171_2007	T030218_2007	T030171_2007--T030218_2007
1192	T065023_2010	T029341_2007	T029439_2007	T029341_2007--T029439_2007
1193	T065026_2010	T030502_2007	T030427_2007	T030502_2007--T030427_2007
1194	T065027_2010	T029639_2007	T029681_2007	T029639_2007--T029681_2007
1195	T065029_2010	T030058_2007	T030250_2007	T030058_2007--T030250_2007
1196	T065030_2010	T029330_2007	T029386_2007	T029330_2007--T029386_2007
1197	T065031_2010	T029554_2007	T029602_2007	T029554_2007--T029602_2007
1198	T065032_2010	T030016_2007	T029999_2007	T030016_2007--T029999_2007
1199	T065033_2010	T029572_2007	T029546_2007	T029572_2007--T029546_2007
1200	T065034_2010	T030198_2007	T030155_2007	T030198_2007--T030155_2007
1201	T065035_2010	T029330_2007	T029386_2007	T029330_2007--T029386_2007
1202	T065036_2010	T030279_2007	T030148_2007	T030279_2007--T030148_2007
1203	T065037_2010	T030485_2007	T030434_2007	T030485_2007--T030434_2007
1204	T065038_2010	T029790_2007	T029649_2007	T029790_2007--T029649_2007
1205	T065039_2010	T030352_2007	T030545_2007	T030352_2007--T030545_2007
1206	T065040_2010	T030375_2007	T030027_2007	T030375_2007--T030027_2007
1207	T065041_2010	T030317_2007	T030437_2007	T030317_2007--T030437_2007
1208	T065044_2010	T029792_2007	T029896_2007	T029792_2007--T029896_2007
1209	T065045_2010	T029673_2007	T029646_2007	T029673_2007--T029646_2007
1210	T065048_2010	T030368_2007	T030275_2007	T030368_2007--T030275_2007
1211	T065050_2010	T029460_2007	T029828_2007	T029460_2007--T029828_2007
1212	T065051_2010	T029554_2007	T029602_2007	T029554_2007--T029602_2007
1213	T065053_2010	T029738_2007	T029733_2007	T029738_2007--T029733_2007
1214	T065054_2010	T029801_2007	T029545_2007	T029801_2007--T029545_2007
1215	T065055_2010	T029650_2007	T029656_2007	T029650_2007--T029656_2007
1216	T065056_2010	T029688_2007	T029719_2007	T029688_2007--T029719_2007
1217	T065057_2010	T030198_2007	T030155_2007	T030198_2007--T030155_2007
1218	T065058_2010	T029330_2007	T029386_2007	T029330_2007--T029386_2007
1219	T065060_2010	T030257_2007	T030235_2007	T030257_2007--T030235_2007
1220	T065061_2010	T029722_2007	T029732_2007	T029722_2007--T029732_2007
1221	T065064_2010	T029937_2007	T029670_2007	T029937_2007--T029670_2007
1222	T065065_2010	T030016_2007	T029999_2007	T030016_2007--T029999_2007
1223	T065066_2010	T029636_2007	T029637_2007	T029636_2007--T029637_2007
1224	T065067_2010	T030502_2007	T030427_2007	T030502_2007--T030427_2007
1225	T065068_2010	T030535_2007	T030009_2007	T030535_2007--T030009_2007
1226	T065069_2010	T030144_2007	T030341_2007	T030144_2007--T030341_2007
1227	T065070_2010	T029997_2007	T030470_2007	T029997_2007--T030470_2007
1228	T065071_2010	T030508_2007	T030159_2007	T030508_2007--T030159_2007
1229	T065072_2010	T030380_2007	T030162_2007	T030380_2007--T030162_2007
1230	T065073_2010	T029673_2007	T029646_2007	T029673_2007--T029646_2007
1231	T065075_2010	T029807_2007	T029739_2007	T029807_2007--T029739_2007
1232	T065076_2010	T028621_2006	T028792_2006	T028621_2006--T028792_2006
1233	T065078_2010	T030481_2007	T030043_2007	T030481_2007--T030043_2007
1234	T065080_2010	T030609_2007	T030703_2007	T030609_2007--T030703_2007
1235	T065081_2010	T030179_2007	T030315_2007	T030179_2007--T030315_2007
1236	T065083_2010	T029581_2007	T029458_2007	T029581_2007--T029458_2007
1237	T065085_2010	T030190_2007	T030468_2007	T030190_2007--T030468_2007
1238	T065086_2010	T029985_2007	T029968_2007	T029985_2007--T029968_2007
1239	T065103_2010	T029987_2007	T030501_2007	T029987_2007--T030501_2007
1240	T065110_2010	T030422_2007	T030193_2007	T030422_2007--T030193_2007
1241	T065111_2010	T029531_2007	T029348_2007	T029531_2007--T029348_2007
1242	T065113_2010	T029751_2007	T029523_2007	T029751_2007--T029523_2007
1243	T065115_2010	T029459_2007	T029911_2007	T029459_2007--T029911_2007
1244	T065116_2010	T030675_2007	T030648_2007	T030675_2007--T030648_2007
1245	T065117_2010	T029428_2007	T029810_2007	T029428_2007--T029810_2007
1246	T065118_2010	T054857_2008	T071678_2008	T054857_2008--T071678_2008
1247	T065119_2010	T029619_2007	T029544_2007	T029619_2007--T029544_2007
1248	T065121_2010	T054801_2008	T054531_2008	T054801_2008--T054531_2008
1249	T065122_2010	T030274_2007	T030323_2007	T030274_2007--T030323_2007
1250	T065123_2010	T029582_2007	T029410_2007	T029582_2007--T029410_2007
1251	T065124_2010	T029639_2007	T029681_2007	T029639_2007--T029681_2007
1252	T065125_2010	T030614_2007	T030723_2007	T030614_2007--T030723_2007
1253	T065126_2010	T030480_2007	T030298_2007	T030480_2007--T030298_2007
1254	T065127_2010	T029699_2007	T029615_2007	T029699_2007--T029615_2007
1255	T065129_2010	T029428_2007	T029810_2007	T029428_2007--T029810_2007
1256	T065130_2010	T029749_2007	T029659_2007	T029749_2007--T029659_2007
1257	T065131_2010	T029714_2007	T029586_2007	T029714_2007--T029586_2007
1258	T065133_2010	T030299_2007	T030151_2007	T030299_2007--T030151_2007
1259	T065134_2010	T029507_2007	T029921_2007	T029507_2007--T029921_2007
1260	T065135_2010	T030050_2007	T030115_2007	T030050_2007--T030115_2007
1261	T065137_2010	T028467_2006	T028420_2006	T028467_2006--T028420_2006
1262	T065138_2010	T029844_2007	T029809_2007	T029844_2007--T029809_2007
1263	T065140_2010	T029642_2007	T029757_2007	T029642_2007--T029757_2007
1264	T065141_2010	T030384_2007	T029974_2007	T030384_2007--T029974_2007
1265	T065142_2010	T029500_2007	T029478_2007	T029500_2007--T029478_2007
1266	T065143_2010	T029541_2007	T029711_2007	T029541_2007--T029711_2007
1267	T065145_2010	T030523_2007	T030066_2007	T030523_2007--T030066_2007
1268	T065146_2010	T030523_2007	T030066_2007	T030523_2007--T030066_2007
1269	T065148_2010	T029447_2007	T029939_2007	T029447_2007--T029939_2007
1270	T065149_2010	T029745_2007	T029599_2007	T029745_2007--T029599_2007
1271	T065153_2010	T030597_2007	T030569_2007	T030597_2007--T030569_2007
1272	T065154_2010	T029650_2007	T029656_2007	T029650_2007--T029656_2007
1273	T065156_2010	T029843_2007	T029312_2007	T029843_2007--T029312_2007
1274	T065157_2010	T030055_2007	T030511_2007	T030055_2007--T030511_2007
1275	T065159_2010	T029745_2007	T029599_2007	T029745_2007--T029599_2007
1276	T065160_2010	T029790_2007	T029734_2007	T029790_2007--T029734_2007
1277	T065161_2010	T029944_2007	T030181_2007	T029944_2007--T030181_2007
1278	T065162_2010	T029400_2007	T029803_2007	T029400_2007--T029803_2007
1279	T065163_2010	T029428_2007	T029810_2007	T029428_2007--T029810_2007
1280	T065164_2010	T029843_2007	T029312_2007	T029843_2007--T029312_2007
1281	T065165_2010	T029847_2007	T029934_2007	T029847_2007--T029934_2007
1282	T065166_2010	T029510_2007	T029502_2007	T029510_2007--T029502_2007
1283	T065167_2010	T030122_2007	T030201_2007	T030122_2007--T030201_2007
1284	T065169_2010	T029558_2007	T029715_2007	T029558_2007--T029715_2007
1285	T065170_2010	T030498_2007	T030547_2007	T030498_2007--T030547_2007
1286	T065171_2010	T071625_2008	T054074_2008	T071625_2008--T054074_2008
1287	T065172_2010	T029326_2007	T029514_2007	T029326_2007--T029514_2007
1288	T065173_2010	T030068_2007	T030092_2007	T030068_2007--T030092_2007
1289	T065174_2010	T030422_2007	T030193_2007	T030422_2007--T030193_2007
1290	T065175_2010	T029469_2007	T029517_2007	T029469_2007--T029517_2007
1291	T065176_2010	T029651_2007	T029748_2007	T029651_2007--T029748_2007
1292	T065178_2010	T054553_2008	T054530_2008	T054553_2008--T054530_2008
1293	T065179_2010	T029573_2007	T029649_2007	T029573_2007--T029649_2007
1294	T065180_2010	T029468_2007	T029461_2007	T029468_2007--T029461_2007
1295	T065181_2010	T030385_2007	T030260_2007	T030385_2007--T030260_2007
1296	T065183_2010	T030411_2007	T030473_2007	T030411_2007--T030473_2007
1297	T065184_2010	T029665_2007	T029399_2007	T029665_2007--T029399_2007
1298	T065185_2010	T030231_2007	T030199_2007	T030231_2007--T030199_2007
1299	T065186_2010	T029453_2007	T029311_2007	T029453_2007--T029311_2007
1300	T065187_2010	T029752_2007	T029893_2007	T029752_2007--T029893_2007
1301	T065188_2010	T030168_2007	T030449_2007	T030168_2007--T030449_2007
1302	T065189_2010	T029587_2007	T029485_2007	T029587_2007--T029485_2007
1303	T065192_2010	T030233_2007	T030412_2007	T030233_2007--T030412_2007
1304	T065194_2010	T029572_2007	T029546_2007	T029572_2007--T029546_2007
1305	T065196_2010	T029634_2007	T029641_2007	T029634_2007--T029641_2007
1306	T065197_2010	T030349_2007	T030174_2007	T030349_2007--T030174_2007
1307	T065198_2010	T030198_2007	T030155_2007	T030198_2007--T030155_2007
1308	T065199_2010	T030422_2007	T030193_2007	T030422_2007--T030193_2007
1309	T065200_2010	T030299_2007	T030151_2007	T030299_2007--T030151_2007
1310	T065201_2010	T030139_2007	T030273_2007	T030139_2007--T030273_2007
1311	T065202_2010	T030533_2007	T030506_2007	T030533_2007--T030506_2007
1312	T065203_2010	T029343_2007	T029327_2007	T029343_2007--T029327_2007
1313	T065205_2010	T030600_2007	T030695_2007	T030600_2007--T030695_2007
1314	T065207_2010	T029749_2007	T029659_2007	T029749_2007--T029659_2007
1315	T065209_2010	T054890_2008	T054911_2008	T054890_2008--T054911_2008
1316	T066503_2010	T029969_2007	T030156_2007	T029969_2007--T030156_2007
1317	T066504_2010	T029447_2007	T029939_2007	T029447_2007--T029939_2007
1318	T065211_2010	T030368_2007	T030275_2007	T030368_2007--T030275_2007
1319	T065212_2010	T029650_2007	T029656_2007	T029650_2007--T029656_2007
1320	T065213_2010	T030004_2007	T030387_2007	T030004_2007--T030387_2007
1321	T065216_2010	T029486_2007	T029882_2007	T029486_2007--T029882_2007
1322	T065217_2010	T030597_2007	T030569_2007	T030597_2007--T030569_2007
1323	T065218_2010	T029699_2007	T029615_2007	T029699_2007--T029615_2007
1324	T065219_2010	T030325_2007	T030329_2007	T030325_2007--T030329_2007
1325	T065220_2010	T029969_2007	T030156_2007	T029969_2007--T030156_2007
1326	T065222_2010	T030198_2007	T030155_2007	T030198_2007--T030155_2007
1327	T065223_2010	T030714_2007	T030659_2007	T030714_2007--T030659_2007
1328	T065224_2010	T030112_2007	T030494_2007	T030112_2007--T030494_2007
